date,ticker,NewsCount,NewsTone
2020-01-01,AAPL,268,0.0035211735247155647
2020-01-01,AMZN,240,-0.016863206372059254
2020-01-02,AAPL,513,0.006356260197349071
2020-01-02,AMZN,484,-0.0059553827826964532
2020-01-03,AAPL,733,0.006926458959258924
2020-01-03,AMZN,453,-0.0075729608402801771
2020-01-04,AAPL,494,0.0050087025135223708
2020-01-04,AMZN,236,0.0013023493195200529
2020-01-05,AAPL,251,0.0046973847760386342
2020-01-05,AMZN,272,0.026879422089576627
2020-01-06,AAPL,539,0.00783973153827227
2020-01-06,AMZN,715,0.00800912454536195
2020-01-07,AAPL,497,0.0016566776679601367
2020-01-07,AMZN,545,0.0055555096517802913
2020-01-08,AAPL,776,-0.0015559783301176786
2020-01-08,AMZN,546,0.0045240953289701919
2020-01-09,AAPL,675,-0.00077076011854652177
2020-01-09,AMZN,581,-0.0029646146401378238
2020-01-10,AAPL,563,-0.0018661526408502258
2020-01-10,AMZN,511,0.0013505416068033682
2020-01-11,AAPL,343,-0.002031588191043706
2020-01-11,AMZN,291,-0.009744917040663624
2020-01-12,AAPL,255,-0.00036155989825512844
2020-01-12,AMZN,326,-0.009469544087338317
2020-01-13,AAPL,659,-0.0026931550295035147
2020-01-13,AMZN,639,-0.0046183439475473978
2020-01-14,AAPL,843,-0.0099786771228173726
2020-01-14,AMZN,830,-0.002703282076226071
2020-01-15,AAPL,1074,-0.016314952486238744
2020-01-15,AMZN,1335,0.001315320244200815
2020-01-16,AAPL,925,-0.0029416587173071913
2020-01-16,AMZN,739,-0.00035258231115284963
2020-01-17,AAPL,886,-0.00048057508269079731
2020-01-17,AMZN,703,-0.0040902803761903523
2020-01-18,AAPL,440,-0.0038978462889607164
2020-01-18,AMZN,424,-0.0071184332345972171
2020-01-19,AAPL,474,-0.0028296439701916286
2020-01-19,AMZN,308,-0.0015916262790226297
2020-01-20,AAPL,766,0.0036832195070887527
2020-01-20,AMZN,713,0.010978889057096135
2020-01-21,AAPL,768,-0.0045427486096906132
2020-01-21,AMZN,641,0.0025479058639957526
2020-01-22,AAPL,995,-0.005106086105054441
2020-01-22,AMZN,1453,-0.011788603809024186
2020-01-23,AAPL,914,-0.0067531129400680793
2020-01-23,AMZN,835,-0.009364210584809584
2020-01-24,AAPL,837,-0.0073549646523174148
2020-01-24,AMZN,548,-0.00023336385731638129
2020-01-25,AAPL,367,-0.0071417894303718648
2020-01-25,AMZN,237,0.00043225982983442112
2020-01-26,AAPL,319,-0.011121878201454695
2020-01-26,AMZN,208,0.00033986983325425522
2020-01-27,AAPL,654,-0.00032078878785002883
2020-01-27,AMZN,855,-0.0045141687258030642
2020-01-28,AAPL,1223,-0.0020846008874038134
2020-01-28,AMZN,652,-0.0025120105833615789
2020-01-29,AAPL,1969,0.0016636771532313123
2020-01-29,AMZN,500,0.0023796769444732096
2020-01-30,AAPL,1416,-0.0047031059463436458
2020-01-30,AMZN,769,0.0066968269017451051
2020-01-31,AAPL,870,-0.0019428552317309299
2020-01-31,AMZN,1264,0.0044752329405602616
2020-02-01,AAPL,1076,-0.020634523808907835
2020-02-01,AMZN,302,0.00057050553641210366
2020-02-02,AAPL,526,-0.015558890729906447
2020-02-02,AMZN,190,-0.00368630012285532
2020-02-03,AAPL,762,-0.0055291967355731693
2020-02-03,AMZN,562,0.0025557141037142695
2020-02-04,AAPL,698,-0.0020932843475058257
2020-02-04,AMZN,515,0.0058790855419785992
2020-02-05,AAPL,711,-0.0034568012146946017
2020-02-05,AMZN,656,0.00790533133976458
2020-02-06,AAPL,808,0.0011790671597009408
2020-02-06,AMZN,594,0.007316575299012514
2020-02-07,AAPL,920,-0.0075357013578660377
2020-02-07,AMZN,733,0.0031922410828276872
2020-02-08,AAPL,562,-0.010812189446716126
2020-02-08,AMZN,289,-0.0060458970129455879
2020-02-09,AAPL,411,-0.011279355167043599
2020-02-09,AMZN,258,-0.0063464354457712395
2020-02-10,AAPL,680,-0.0084742735600331
2020-02-10,AMZN,1161,-0.011800143833253993
2020-02-11,AAPL,656,-0.0035752058060170146
2020-02-11,AMZN,789,-0.00099917744033413847
2020-02-12,AAPL,832,-0.0049299269475806262
2020-02-12,AMZN,1242,-0.0007114827994617565
2020-02-13,AAPL,642,-0.0055320190967046087
2020-02-13,AMZN,1042,-0.005175701086780133
2020-02-14,AAPL,663,-0.0062126535835611675
2020-02-14,AMZN,835,-0.0061696096728169163
2020-02-15,AAPL,435,-0.0097602211891055935
2020-02-15,AMZN,283,0.007280870545734
2020-02-16,AAPL,340,-0.0069487115870268462
2020-02-16,AMZN,201,0.0067703257430027086
2020-02-17,AAPL,850,-0.010861921369019365
2020-02-17,AMZN,607,-0.0045262921529282745
2020-02-18,AAPL,3004,-0.0205134094596339
2020-02-18,AMZN,1366,-0.0097777173060769069
2020-02-19,AAPL,955,-0.012292676894151613
2020-02-19,AMZN,597,0.011657290557113417
2020-02-20,AAPL,730,-0.00746249508807322
2020-02-20,AMZN,673,0.0054439506981800089
2020-02-21,AAPL,739,-0.012902061256759492
2020-02-21,AMZN,519,-0.003022719643075023
2020-02-22,AAPL,349,-0.0077207984154351369
2020-02-22,AMZN,323,-0.021779177816133
2020-02-23,AAPL,340,-0.013164797354706227
2020-02-23,AMZN,266,-0.019170996745637887
2020-02-24,AAPL,712,-0.010072724739534498
2020-02-24,AMZN,590,-0.026754874998267581
2020-02-25,AAPL,848,-0.0051778330503021537
2020-02-25,AMZN,781,-0.0065676130565923384
2020-02-26,AAPL,843,-0.0033776289763317712
2020-02-26,AMZN,635,0.00087719109643097143
2020-02-27,AAPL,929,-0.00555033646922137
2020-02-27,AMZN,571,-0.0019729239406659081
2020-02-28,AAPL,698,-0.0083074530307688816
2020-02-28,AMZN,730,-0.0028513810651331121
2020-02-29,AAPL,399,-0.0057364285743590343
2020-02-29,AMZN,272,-0.0063048433208949314
2020-03-01,AAPL,368,-0.014395090953429765
2020-03-01,AMZN,159,0.0019052995128221372
2020-03-02,AAPL,972,-0.010010183237517371
2020-03-02,AMZN,482,-0.0045420199845073016
2020-03-03,AAPL,1460,-0.007670918541335719
2020-03-03,AMZN,594,-0.005224482080728704
2020-03-04,AAPL,779,-0.0043559215294330751
2020-03-04,AMZN,781,-0.013824264806450407
2020-03-05,AAPL,932,-0.01041441367965653
2020-03-05,AMZN,700,-0.0042213878858413162
2020-03-06,AAPL,907,-0.012947273085482748
2020-03-06,AMZN,489,0.0064487449322366752
2020-03-07,AAPL,471,-0.011775336711483958
2020-03-07,AMZN,292,-0.015245323005431147
2020-03-08,AAPL,299,-0.006373522639632632
2020-03-08,AMZN,196,0.0043093199691729093
2020-03-09,AAPL,1042,-0.010329619796461147
2020-03-09,AMZN,444,0.0032776111295936333
2020-03-10,AAPL,1177,-0.01136627819063305
2020-03-10,AMZN,632,0.0074460983317157633
2020-03-11,AAPL,1082,-0.010888008573599573
2020-03-11,AMZN,494,-0.0050832251581980287
2020-03-12,AAPL,895,-0.014988020610571714
2020-03-12,AMZN,627,-0.0011283136764463988
2020-03-13,AAPL,1089,-0.011572194840109169
2020-03-13,AMZN,552,-0.00088041410861166159
2020-03-14,AAPL,1597,-0.0087472120315838838
2020-03-14,AMZN,234,-0.0054245395699835768
2020-03-15,AAPL,515,-0.0089717178790938261
2020-03-15,AMZN,177,-0.0076359133732592024
2020-03-16,AAPL,1209,-0.01603225325080098
2020-03-16,AMZN,758,-0.0095464929291022658
2020-03-17,AAPL,905,-0.0089236763815889325
2020-03-17,AMZN,1925,-0.0080023059465470329
2020-03-18,AAPL,1337,0.00038193986273238871
2020-03-18,AMZN,813,-0.0050463589142911228
2020-03-19,AAPL,824,-0.00012270405956059296
2020-03-19,AMZN,730,-0.014512211043096872
2020-03-20,AAPL,839,-0.013875435436432767
2020-03-20,AMZN,571,-0.010240099284674144
2020-03-21,AAPL,392,-0.0047016965976445484
2020-03-21,AMZN,341,-0.0068732599804268279
2020-03-22,AAPL,405,-0.012663297591512189
2020-03-22,AMZN,309,-0.0090805592970538834
2020-03-23,AAPL,772,-0.0092719999741472069
2020-03-23,AMZN,543,-0.0048603726262630761
2020-03-24,AAPL,803,-0.0018075056818592642
2020-03-24,AMZN,705,-0.0060787227586756969
2020-03-25,AAPL,713,-0.00057382048119228009
2020-03-25,AMZN,956,-0.012233016016623662
2020-03-26,AAPL,701,-0.0072087981434484716
2020-03-26,AMZN,703,-0.008299493075039438
2020-03-27,AAPL,753,-0.0035607826349851033
2020-03-27,AMZN,653,-0.0029921765402672711
2020-03-28,AAPL,479,-0.0081898976346647268
2020-03-28,AMZN,406,-0.003316377554272827
2020-03-29,AAPL,280,-0.0070014617209609095
2020-03-29,AMZN,204,-0.0045739617297214652
2020-03-30,AAPL,600,-0.0071679297226305665
2020-03-30,AMZN,650,-0.010057379565274242
2020-03-31,AAPL,570,-0.0023337666886949849
2020-03-31,AMZN,1156,-0.022613345285732653
2020-04-01,AAPL,680,-0.00079369219059318742
2020-04-01,AMZN,617,-0.011917874914001857
2020-04-02,AAPL,666,0.0048675206837863229
2020-04-02,AMZN,866,-0.0043305015748296332
2020-04-03,AAPL,659,-0.0025454102617860686
2020-04-03,AMZN,829,-0.0034600001117825862
2020-04-04,AAPL,306,-0.000732870486452695
2020-04-04,AMZN,430,-0.0052941521899036717
2020-04-05,AAPL,240,-0.0044553329664407089
2020-04-05,AMZN,204,-0.0098638199763944612
2020-04-06,AAPL,830,0.0041171688879494189
2020-04-06,AMZN,395,-0.0046086252621320573
2020-04-07,AAPL,597,0.0042798737297876192
2020-04-07,AMZN,616,-0.0030316715735755938
2020-04-08,AAPL,493,-0.000596639761118476
2020-04-08,AMZN,488,-0.0057137758577947432
2020-04-09,AAPL,373,-0.0014830872235460776
2020-04-09,AMZN,761,-0.014144311668171622
2020-04-10,AAPL,1436,-0.00351219451762439
2020-04-10,AMZN,528,-0.013339211187315342
2020-04-11,AAPL,1082,-0.0015136153221446777
2020-04-11,AMZN,348,-0.021363738929391023
2020-04-12,AAPL,431,-0.013525146975401407
2020-04-12,AMZN,184,-0.0087897815125507015
2020-04-13,AAPL,708,-0.0065277510158534766
2020-04-13,AMZN,920,-0.0053582572816913776
2020-04-14,AAPL,864,-0.0013583087014420667
2020-04-14,AMZN,941,-0.010942821327187597
2020-04-15,AAPL,2176,-0.004888032489913121
2020-04-15,AMZN,1142,-0.015805541697070633
2020-04-16,AAPL,1276,0.002597212713894563
2020-04-16,AMZN,960,-0.010102107975127273
2020-04-17,AAPL,1090,-0.00076492690660357983
2020-04-17,AMZN,670,-0.0074062496785847988
2020-04-18,AAPL,389,-0.0012136242909790804
2020-04-18,AMZN,402,-0.010625301151549926
2020-04-19,AAPL,293,-0.0013134427865341008
2020-04-19,AMZN,295,-0.00998802594380872
2020-04-20,AAPL,624,-0.0026068376176070678
2020-04-20,AMZN,499,-0.0074860337643359214
2020-04-21,AAPL,792,0.00068203861935391531
2020-04-21,AMZN,669,-0.0097736286362972383
2020-04-22,AAPL,639,-0.0019734301045876207
2020-04-22,AMZN,521,-0.0067123607455595174
2020-04-23,AAPL,1088,-0.0077278227500742671
2020-04-23,AMZN,560,-0.0039746048720011688
2020-04-24,AAPL,1037,-0.0086504748841494967
2020-04-24,AMZN,767,-0.0058856763312683689
2020-04-25,AAPL,514,-0.0089496089477041057
2020-04-25,AMZN,445,-0.0090940431481751818
2020-04-26,AAPL,428,-0.011957916799473054
2020-04-26,AMZN,205,-0.0076543131860197372
2020-04-27,AAPL,710,-0.0072998723145766666
2020-04-27,AMZN,560,-0.0024676082474269149
2020-04-28,AAPL,713,-0.0077406595014031764
2020-04-28,AMZN,657,-0.0094164650851973827
2020-04-29,AAPL,629,-0.00088525726595568963
2020-04-29,AMZN,828,-0.010056647995095931
2020-04-30,AAPL,972,-0.0038640022194673606
2020-04-30,AMZN,749,-0.0070614726517265573
2020-05-01,AAPL,982,-0.003816634873386405
2020-05-01,AMZN,1386,-0.010372055012445695
2020-05-02,AAPL,420,0.010978546654869565
2020-05-02,AMZN,356,-0.00866583104856365
2020-05-03,AAPL,416,-0.012548809788993396
2020-05-03,AMZN,225,-0.01086457801380754
2020-05-04,AAPL,814,0.0019316531623868695
2020-05-04,AMZN,628,-0.014531348598388543
2020-05-05,AAPL,1052,4.501469283304768e-05
2020-05-05,AMZN,699,-0.018241610878707622
2020-05-06,AAPL,680,0.0018577666562707377
2020-05-06,AMZN,536,-0.011032508015815805
2020-05-07,AAPL,660,0.0019927635973433773
2020-05-07,AMZN,629,-0.011412062206731037
2020-05-08,AAPL,608,0.0024018236963321581
2020-05-08,AMZN,589,-0.013796124740363059
2020-05-09,AAPL,397,-0.0022179296802210609
2020-05-09,AMZN,423,-0.0115520779323103
2020-05-10,AAPL,268,-0.008461335015763554
2020-05-10,AMZN,190,-0.0025073495964957728
2020-05-11,AAPL,518,-0.0002355774404600871
2020-05-11,AMZN,428,-0.0049614673193241424
2020-05-12,AAPL,674,0.0035846359407222849
2020-05-12,AMZN,508,-0.0097146547027617
2020-05-13,AAPL,687,-0.0037162277235883285
2020-05-13,AMZN,691,-0.0090591839996440812
2020-05-14,AAPL,584,0.0017388369078252066
2020-05-14,AMZN,817,-0.0038175643033674404
2020-05-15,AAPL,933,0.01506066355165496
2020-05-15,AMZN,786,-0.0055089278902550236
2020-05-16,AAPL,338,-0.00083852486407197
2020-05-16,AMZN,381,-0.0052327248599233333
2020-05-17,AAPL,246,-0.0044159988096942205
2020-05-17,AMZN,280,-0.0186775722223625
2020-05-18,AAPL,974,-0.00242134538958614
2020-05-18,AMZN,613,-0.0071585174124007235
2020-05-19,AAPL,959,-0.00049195196718066609
2020-05-19,AMZN,605,-0.0074997235247856791
2020-05-20,AAPL,1213,-0.0012338444099421119
2020-05-20,AMZN,671,-0.010201093059424231
2020-05-21,AAPL,1122,-0.0025928483784426323
2020-05-21,AMZN,828,-0.0045460899880394139
2020-05-22,AAPL,651,0.0020364337264654566
2020-05-22,AMZN,825,-0.0087412231605226744
2020-05-23,AAPL,378,-0.005916160110506297
2020-05-23,AMZN,260,-0.0092096038218867672
2020-05-24,AAPL,257,-0.0032279267982535218
2020-05-24,AMZN,274,-0.0084436258866648281
2020-05-25,AAPL,437,-0.0013928053205107174
2020-05-25,AMZN,278,-0.0049607948028769109
2020-05-26,AAPL,638,-0.00054106774266166567
2020-05-26,AMZN,461,-0.010815133416292609
2020-05-27,AAPL,698,-0.0021434853501760449
2020-05-27,AMZN,767,0.0041469371799043421
2020-05-28,AAPL,859,0.00020137422017749032
2020-05-28,AMZN,646,-0.0026681274386728526
2020-05-29,AAPL,683,-0.00019535112479770501
2020-05-29,AMZN,629,0.0081546567929183383
2020-05-30,AAPL,411,-0.005865294619137631
2020-05-30,AMZN,224,-0.0022212086120384942
2020-05-31,AAPL,308,-0.0092291477179259358
2020-05-31,AMZN,360,-0.0082625681359888622
2020-06-01,AAPL,753,-0.015909988839609021
2020-06-01,AMZN,538,-0.015818167062695995
2020-06-02,AAPL,703,-0.0081634852686617871
2020-06-02,AMZN,407,-0.0043279670769400666
2020-06-03,AAPL,749,-0.015312138463336422
2020-06-03,AMZN,549,-0.00488849374797344
2020-06-04,AAPL,713,-0.02167281292511344
2020-06-04,AMZN,752,-0.011241860477369444
2020-06-05,AAPL,574,-0.0097785124578465242
2020-06-05,AMZN,923,-0.0088785509493054977
2020-06-06,AAPL,360,-0.017187257475581415
2020-06-06,AMZN,467,-0.0056517141849212263
2020-06-07,AAPL,274,-0.010131510760196675
2020-06-07,AMZN,271,-0.00627290141096432
2020-06-08,AAPL,574,-0.0014566426801996069
2020-06-08,AMZN,386,-0.0032015407023164148
2020-06-09,AAPL,856,0.00089900468836041577
2020-06-09,AMZN,496,-0.011117910247718179
2020-06-10,AAPL,637,-0.00013566171348745019
2020-06-10,AMZN,637,-0.010816879543880838
2020-06-11,AAPL,698,0.0022631715649260257
2020-06-11,AMZN,1754,-0.025252400908895561
2020-06-12,AAPL,751,0.0018546746557189595
2020-06-12,AMZN,767,-0.01543458733020767
2020-06-13,AAPL,387,-0.0051237856049120879
2020-06-13,AMZN,423,-0.0048318479477424169
2020-06-14,AAPL,186,-0.0076784727965570152
2020-06-14,AMZN,167,-0.010570547496939111
2020-06-15,AAPL,612,-0.01107410869763748
2020-06-15,AMZN,540,0.0036804076303565804
2020-06-16,AAPL,1469,-0.012489306072820361
2020-06-16,AMZN,581,-0.00097582801589176673
2020-06-17,AAPL,761,-0.0038363964672397553
2020-06-17,AMZN,697,-0.005079388492309914
2020-06-18,AAPL,926,-0.0043640517710577071
2020-06-18,AMZN,678,-0.0045621814617049367
2020-06-19,AAPL,1227,-0.008811734004314337
2020-06-19,AMZN,487,-0.0043675549180914579
2020-06-20,AAPL,868,-0.011656693620644358
2020-06-20,AMZN,226,-0.0017688263947484497
2020-06-21,AAPL,342,-0.0037302851691988831
2020-06-21,AMZN,206,-0.0056715359499367561
2020-06-22,AAPL,2267,0.00464346687198381
2020-06-22,AMZN,650,0.0061062459280290639
2020-06-23,AAPL,2172,0.005841851304250396
2020-06-23,AMZN,959,-0.0010151456143543834
2020-06-24,AAPL,983,0.00388054828757841
2020-06-24,AMZN,781,-0.0034492006829533114
2020-06-25,AAPL,804,0.0025855668564732409
2020-06-25,AMZN,666,0.0044936906358437143
2020-06-26,AAPL,595,-0.00026052465922081172
2020-06-26,AMZN,925,0.0074044368023939927
2020-06-27,AAPL,295,-0.0022219237818944539
2020-06-27,AMZN,374,0.00043524991429729377
2020-06-28,AAPL,239,-0.0042647942596574237
2020-06-28,AMZN,349,0.0046993657451886647
2020-06-29,AAPL,752,0.0030009689695027616
2020-06-29,AMZN,867,-0.0057312592375067719
2020-06-30,AAPL,715,-0.00064425679280022245
2020-06-30,AMZN,816,-0.0055603274723873483
2020-07-01,AAPL,788,-0.0033340150125333455
2020-07-01,AMZN,664,0.0011466662502878763
2020-07-02,AAPL,697,-0.00464137915121774
2020-07-02,AMZN,659,-0.0070528278847940074
2020-07-03,AAPL,485,-0.0027656238163243064
2020-07-03,AMZN,493,-0.0054765338014193792
2020-07-04,AAPL,257,-0.00783161554315219
2020-07-04,AMZN,261,-0.01269377183596794
2020-07-05,AAPL,202,-0.0048755165870519859
2020-07-05,AMZN,201,-0.0067906560639244438
2020-07-06,AAPL,469,-0.0021875750823829544
2020-07-06,AMZN,412,0.00046447573603236559
2020-07-07,AAPL,613,-0.0037825687055304644
2020-07-07,AMZN,676,0.0061742512777060972
2020-07-08,AAPL,742,0.00029984433781640561
2020-07-08,AMZN,827,-0.011374481722910171
2020-07-09,AAPL,685,0.0027541028978029752
2020-07-09,AMZN,930,-0.01289554077960009
2020-07-10,AAPL,756,0.00018610830438612681
2020-07-10,AMZN,1085,-0.015262162504754947
2020-07-11,AAPL,321,-0.0084414669644040253
2020-07-11,AMZN,593,-0.020789345661395266
2020-07-12,AAPL,479,-0.026103846272268926
2020-07-12,AMZN,195,-0.011211080553288079
2020-07-13,AAPL,975,-0.012968850281104395
2020-07-13,AMZN,475,-0.0035544869030005432
2020-07-14,AAPL,926,-0.0040219675969070962
2020-07-14,AMZN,640,0.0022654965158897446
2020-07-15,AAPL,2374,-0.013959083623434248
2020-07-15,AMZN,717,0.0033312386138812681
2020-07-16,AAPL,1061,-0.0091181535597806441
2020-07-16,AMZN,804,-0.0067726091686317689
2020-07-17,AAPL,746,-0.001348671002479843
2020-07-17,AMZN,656,-0.011840136389803989
2020-07-18,AAPL,362,-0.0064217886328276326
2020-07-18,AMZN,457,-0.018934513731466786
2020-07-19,AAPL,245,-0.0020712183112867747
2020-07-19,AMZN,161,-0.0099218911995966469
2020-07-20,AAPL,687,-0.0031965243318521682
2020-07-20,AMZN,581,0.013100343309571017
2020-07-21,AAPL,816,0.0061995036700451759
2020-07-21,AMZN,877,0.013996996839325
2020-07-22,AAPL,788,-0.00307671557891354
2020-07-22,AMZN,779,0.007870243747579676
2020-07-23,AAPL,757,-0.010417289568743418
2020-07-23,AMZN,673,0.0059001121074401253
2020-07-24,AAPL,740,-0.0026439587656759754
2020-07-24,AMZN,605,0.0038089919745110156
2020-07-25,AAPL,361,-0.0047578158859398843
2020-07-25,AMZN,224,-0.0066450438279196554
2020-07-26,AAPL,281,-0.010443933684878981
2020-07-26,AMZN,245,-0.0051046131640660108
2020-07-27,AAPL,561,-0.0037990081331995339
2020-07-27,AMZN,583,5.3838464316270838e-05
2020-07-28,AAPL,796,0.0032907766429735624
2020-07-28,AMZN,917,0.0081189970973322371
2020-07-29,AAPL,937,-0.0020681085436649272
2020-07-29,AMZN,1008,-0.0010806475199220686
2020-07-30,AAPL,987,-0.0089723445466689047
2020-07-30,AMZN,988,-0.0011452695400951
2020-07-31,AAPL,1371,-0.00036895698363506206
2020-07-31,AMZN,1231,0.00762629276617849
2020-08-01,AAPL,768,-0.000985677303912784
2020-08-01,AMZN,398,-0.015009577753758822
2020-08-02,AAPL,632,-0.020893519221942838
2020-08-02,AMZN,379,-0.022979556469280158
2020-08-03,AAPL,970,-0.010140654493572163
2020-08-03,AMZN,512,0.0033658509286830719
2020-08-04,AAPL,972,-0.0046612794106498873
2020-08-04,AMZN,643,0.00029956660674139391
2020-08-05,AAPL,887,0.0007630712421294475
